Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
241,ORD-2025-00241,2025-03-08,2025-03-12,Second Class,CU3672,Rohit Singh,Corporate,India,Kolkata,West Bengal,700001,East,PR-OS-66683,Furniture,Chairs,Office Chair,68851.01,4,0.3,6002.53
242,ORD-2025-00242,2025-06-13,2025-06-18,Same Day,CU2716,Rohit Rao,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-OS-30922,Technology,Accessories,USB Cable,254690.0,3,0.05,-2215.94
243,ORD-2025-00243,2025-08-07,2025-08-10,Standard Class,CU4806,Akash Kumar,Consumer,India,Pune,Maharashtra,411001,West,PR-TE-98020,Office Supplies,Storage,File Cabinet,19951.07,7,0.05,-224.24
244,ORD-2025-00244,2025-06-26,2025-06-30,Standard Class,CU5117,Arjun Sharma,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-TE-53618,Office Supplies,Storage,File Cabinet,23443.16,8,0.2,-268.68
245,ORD-2025-00245,2025-11-17,2025-11-18,Standard Class,CU4580,Pooja More,Consumer,India,Mumbai,Maharashtra,400001,West,PR-OS-59420,Technology,Phones,Smartphone,493484.57,6,0.0,-9730.58
246,ORD-2025-00246,2025-11-05,2025-11-09,First Class,CU7928,Meena Patil,Consumer,India,Kolkata,West Bengal,700001,East,PR-FU-14621,Office Supplies,Binders,Ring Binder,11394.81,7,0.0,27.63
247,ORD-2025-00247,2025-07-09,2025-07-12,Second Class,CU2073,Deepak Kumar,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-FU-47663,Furniture,Bookcases,Office Bookcase,41514.36,4,0.1,4022.92
248,ORD-2024-00248,2024-05-07,2024-05-12,First Class,CU4558,Arjun Jain,Home Office,India,Delhi,Delhi,110001,Central,PR-FU-60113,Technology,Laptops,Laptop,642002.14,10,0.15,-8128.23
249,ORD-2025-00249,2025-01-05,2025-01-07,First Class,CU9644,Manish Kumar,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-TE-67221,Furniture,Tables,Computer Table,9328.7,6,0.05,503.64
250,ORD-2025-00250,2025-09-11,2025-09-15,Same Day,CU4722,Priya Rao,Consumer,India,Patna,Bihar,800001,East,PR-OS-50031,Technology,Laptops,Business Laptop,227629.42,8,0.05,3373.4
251,ORD-2025-00251,2025-02-19,2025-02-22,First Class,CU2814,Akash Gupta,Consumer,India,Kolkata,West Bengal,700001,East,PR-TE-60258,Furniture,Tables,Dining Table,249417.59,10,0.1,9284.49
252,ORD-2024-00252,2024-09-12,2024-09-13,Standard Class,CU9307,Akash Gupta,Corporate,India,Pune,Maharashtra,411001,West,PR-TE-85874,Furniture,Furnishings,Table Lamp,202501.2,9,0.05,-12032.41
253,ORD-2024-00253,2024-08-01,2024-08-06,First Class,CU2012,Sachin Patil,Corporate,India,Patna,Bihar,800001,East,PR-OS-11881,Furniture,Furnishings,Wall Clock,2760.58,2,0.15,58.25
254,ORD-2025-00254,2025-05-05,2025-05-07,First Class,CU2827,Deepak Verma,Consumer,India,Delhi,Delhi,110001,Central,PR-FU-35095,Office Supplies,Binders,File Binder,16891.44,8,0.3,-1707.71
255,ORD-2025-00255,2025-09-21,2025-09-26,Second Class,CU6555,Arjun Yadav,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-OS-22748,Furniture,Furnishings,Wall Clock,218305.3,10,0.2,6516.21
256,ORD-2024-00256,2024-01-27,2024-01-31,Standard Class,CU2909,Manish Jain,Consumer,India,Delhi,Delhi,110001,Central,PR-FU-45349,Office Supplies,Storage,File Cabinet,12122.17,6,0.05,1667.57
257,ORD-2025-00257,2025-07-03,2025-07-07,Standard Class,CU6929,Riya Patil,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-FU-63865,Furniture,Furnishings,Wall Clock,8659.53,2,0.2,792.51
258,ORD-2025-00258,2025-05-04,2025-05-07,Standard Class,CU1244,Kavita Yadav,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-OS-13178,Technology,Accessories,Headphones,203666.66,5,0.05,25880.03
259,ORD-2024-00259,2024-12-06,2024-12-10,Second Class,CU7553,Vikas Patil,Corporate,India,Patna,Bihar,800001,East,PR-OS-51777,Furniture,Tables,Dining Table,12559.69,1,0.0,2231.9
260,ORD-2024-00260,2024-01-12,2024-01-15,Second Class,CU1297,Anjali Desai,Consumer,India,Hyderabad,Telangana,500001,South,PR-FU-43783,Office Supplies,Binders,File Binder,1452.02,1,0.05,233.97
261,ORD-2025-00261,2025-02-24,2025-03-01,Standard Class,CU4809,Akash Rao,Consumer,India,Kolkata,West Bengal,700001,East,PR-OS-96593,Furniture,Tables,Dining Table,44951.25,9,0.05,-2283.19
262,ORD-2025-00262,2025-02-11,2025-02-14,First Class,CU4981,Rohit Patil,Consumer,India,Pune,Maharashtra,411001,West,PR-TE-15247,Office Supplies,Binders,File Binder,9387.46,5,0.15,590.56
263,ORD-2025-00263,2025-03-29,2025-04-02,Standard Class,CU6060,Manish Jain,Consumer,India,Delhi,Delhi,110001,Central,PR-FU-70519,Office Supplies,Storage,Storage Box,12443.92,4,0.0,1391.16
264,ORD-2025-00264,2025-12-18,2025-12-22,Second Class,CU4866,Rahul Mehta,Consumer,India,Mumbai,Maharashtra,400001,West,PR-OS-66063,Office Supplies,Binders,Ring Binder,29221.08,7,0.3,4326.8
265,ORD-2024-00265,2024-09-01,2024-09-04,Standard Class,CU5932,Rahul More,Consumer,India,Mumbai,Maharashtra,400001,West,PR-OS-25960,Technology,Laptops,Business Laptop,359459.1,7,0.2,-36640.17
266,ORD-2025-00266,2025-08-30,2025-09-02,Second Class,CU6968,Arjun Sharma,Corporate,India,Patna,Bihar,800001,East,PR-TE-17493,Office Supplies,Storage,Storage Box,14236.14,6,0.05,186.62
267,ORD-2025-00267,2025-11-03,2025-11-06,Standard Class,CU4512,Manish Desai,Corporate,India,Ahmedabad,Gujarat,380001,West,PR-TE-27883,Office Supplies,Paper,Copy Paper,3872.77,7,0.15,542.25
268,ORD-2024-00268,2024-02-12,2024-02-15,Standard Class,CU7578,Kavita Kumar,Consumer,India,Bangalore,Karnataka,560001,South,PR-OS-22254,Furniture,Tables,Computer Table,23408.56,3,0.05,2870.53
269,ORD-2024-00269,2024-02-11,2024-02-14,Standard Class,CU4957,Pooja Jain,Home Office,India,Kolkata,West Bengal,700001,East,PR-OS-75911,Technology,Accessories,USB Cable,354675.12,6,0.3,59379.87
270,ORD-2024-00270,2024-11-19,2024-11-20,Standard Class,CU6599,Nisha Singh,Consumer,India,Hyderabad,Telangana,500001,South,PR-FU-89878,Office Supplies,Storage,Document Storage,1893.59,5,0.2,232.82
271,ORD-2025-00271,2025-03-13,2025-03-14,Standard Class,CU5443,Priya Yadav,Consumer,India,Patna,Bihar,800001,East,PR-FU-70354,Office Supplies,Binders,Document Folder,4283.48,9,0.05,-161.5
272,ORD-2024-00272,2024-04-02,2024-04-07,Second Class,CU2192,Deepak Patil,Corporate,India,Bangalore,Karnataka,560001,South,PR-TE-93384,Office Supplies,Binders,File Binder,20436.22,5,0.3,3175.1
273,ORD-2025-00273,2025-11-03,2025-11-04,Standard Class,CU1919,Pooja More,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-OS-18947,Office Supplies,Paper,Notebook,11291.17,6,0.05,-677.06
274,ORD-2025-00274,2025-01-11,2025-01-13,Second Class,CU8837,Sneha Yadav,Home Office,India,Ahmedabad,Gujarat,380001,West,PR-TE-17370,Furniture,Bookcases,Wooden Bookcase,9900.31,4,0.2,629.52
275,ORD-2025-00275,2025-06-13,2025-06-15,First Class,CU8933,Sachin Mehta,Consumer,India,Jaipur,Rajasthan,302001,Central,PR-FU-50696,Furniture,Chairs,Office Chair,242880.36,10,0.05,-19237.53
276,ORD-2025-00276,2025-06-07,2025-06-10,First Class,CU1421,Meena Shah,Consumer,India,Patna,Bihar,800001,East,PR-FU-59056,Office Supplies,Paper,Notebook,3255.39,1,0.1,67.43
277,ORD-2025-00277,2025-06-06,2025-06-10,Standard Class,CU6798,Kavita Nair,Consumer,India,Pune,Maharashtra,411001,West,PR-OS-52614,Furniture,Tables,Office Table,46762.17,8,0.3,-375.15
278,ORD-2025-00278,2025-10-23,2025-10-28,Second Class,CU3395,Sachin Rao,Consumer,India,Patna,Bihar,800001,East,PR-FU-90846,Office Supplies,Paper,Notebook,22649.85,10,0.1,-1157.16
279,ORD-2024-00279,2024-10-20,2024-10-25,Standard Class,CU4899,Priya Gupta,Home Office,India,Ahmedabad,Gujarat,380001,West,PR-TE-66652,Office Supplies,Storage,File Cabinet,11244.5,4,0.15,610.0
280,ORD-2025-00280,2025-09-05,2025-09-07,Second Class,CU2689,Riya Gupta,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-TE-40063,Office Supplies,Paper,Copy Paper,1553.4,1,0.05,-104.12
281,ORD-2024-00281,2024-06-19,2024-06-24,Standard Class,CU8235,Arjun Gupta,Home Office,India,Chennai,Tamil Nadu,600001,South,PR-TE-72712,Furniture,Chairs,Dining Chair,1205.18,2,0.1,36.83
282,ORD-2025-00282,2025-06-01,2025-06-06,First Class,CU2784,Manish Patil,Consumer,India,Jaipur,Rajasthan,302001,Central,PR-OS-79322,Furniture,Tables,Computer Table,29797.15,2,0.05,4929.6
283,ORD-2025-00283,2025-06-21,2025-06-26,Standard Class,CU3938,Amit Shah,Corporate,India,Bangalore,Karnataka,560001,South,PR-FU-62349,Technology,Accessories,Headphones,504875.42,7,0.3,43513.81
284,ORD-2025-00284,2025-09-01,2025-09-04,First Class,CU5086,Simran Verma,Home Office,India,Bangalore,Karnataka,560001,South,PR-TE-12841,Technology,Phones,Business Phone,91240.39,7,0.15,1202.58
285,ORD-2024-00285,2024-03-05,2024-03-08,Second Class,CU5530,Sachin Nair,Corporate,India,Patna,Bihar,800001,East,PR-TE-31638,Technology,Accessories,USB Cable,37388.9,2,0.0,-219.89
286,ORD-2025-00286,2025-10-07,2025-10-10,Standard Class,CU8080,Deepak Desai,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-TE-40232,Office Supplies,Paper,Notebook,11293.21,5,0.05,137.9
287,ORD-2024-00287,2024-11-26,2024-11-27,First Class,CU8036,Deepak Joshi,Consumer,India,Kolkata,West Bengal,700001,East,PR-FU-60210,Furniture,Bookcases,Office Bookcase,9546.05,2,0.1,968.69
288,ORD-2025-00288,2025-03-04,2025-03-05,Standard Class,CU2871,Amit Patil,Corporate,India,Pune,Maharashtra,411001,West,PR-OS-91441,Office Supplies,Binders,Ring Binder,4059.43,3,0.1,12.38
289,ORD-2024-00289,2024-01-21,2024-01-23,Second Class,CU1515,Akash Nair,Corporate,India,Kolkata,West Bengal,700001,East,PR-OS-76727,Technology,Accessories,Headphones,200455.26,10,0.05,7938.68
290,ORD-2025-00290,2025-01-22,2025-01-23,Standard Class,CU6214,Manish Rao,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-FU-10066,Technology,Phones,Android Phone,399231.73,5,0.15,-44413.74
291,ORD-2025-00291,2025-06-04,2025-06-09,Same Day,CU1571,Rahul Singh,Corporate,India,Ahmedabad,Gujarat,380001,West,PR-OS-52598,Office Supplies,Binders,Ring Binder,15257.59,4,0.2,1843.14
292,ORD-2024-00292,2024-05-30,2024-06-04,Standard Class,CU2129,Vikas Desai,Consumer,India,Hyderabad,Telangana,500001,South,PR-OS-11605,Office Supplies,Storage,Document Storage,8946.4,9,0.05,2022.06
293,ORD-2025-00293,2025-08-09,2025-08-13,Second Class,CU7326,Riya Kumar,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-TE-66240,Furniture,Bookcases,Office Bookcase,16099.42,3,0.3,-528.44
294,ORD-2025-00294,2025-06-25,2025-06-28,Second Class,CU2030,Manish More,Consumer,India,Mumbai,Maharashtra,400001,West,PR-OS-91417,Furniture,Bookcases,Office Bookcase,52713.8,8,0.1,9694.66
295,ORD-2024-00295,2024-08-02,2024-08-07,Second Class,CU1687,Sachin Rao,Corporate,India,Chennai,Tamil Nadu,600001,South,PR-FU-31045,Furniture,Tables,Dining Table,79981.56,10,0.1,-8262.41
296,ORD-2024-00296,2024-11-23,2024-11-26,First Class,CU4829,Priya Jain,Home Office,India,Delhi,Delhi,110001,Central,PR-FU-76151,Furniture,Tables,Dining Table,172695.57,7,0.0,23047.31
297,ORD-2025-00297,2025-04-08,2025-04-12,First Class,CU7146,Priya Mehta,Corporate,India,Patna,Bihar,800001,East,PR-OS-18802,Furniture,Bookcases,Office Bookcase,25676.48,5,0.0,3066.37
298,ORD-2024-00298,2024-09-09,2024-09-14,Second Class,CU8943,Meena Joshi,Home Office,India,Mumbai,Maharashtra,400001,West,PR-OS-63634,Furniture,Furnishings,Table Lamp,16008.75,2,0.05,367.12
299,ORD-2025-00299,2025-05-02,2025-05-07,Standard Class,CU5487,Neha Yadav,Consumer,India,Delhi,Delhi,110001,Central,PR-OS-24645,Technology,Phones,Business Phone,361972.57,9,0.2,13328.5
300,ORD-2025-00300,2025-08-23,2025-08-28,Standard Class,CU1596,Rahul Joshi,Corporate,India,Delhi,Delhi,110001,Central,PR-OS-58517,Technology,Phones,Business Phone,176215.48,3,0.2,3726.86
301,ORD-2024-00301,2024-03-09,2024-03-13,First Class,CU3925,Rahul Kumar,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-FU-36950,Furniture,Furnishings,Desk Lamp,29405.28,5,0.05,5468.8
302,ORD-2024-00302,2024-08-03,2024-08-07,Standard Class,CU7001,Rahul Kumar,Consumer,India,Delhi,Delhi,110001,Central,PR-TE-14567,Furniture,Bookcases,Wooden Bookcase,6245.24,1,0.15,-511.18
303,ORD-2024-00303,2024-01-18,2024-01-23,Second Class,CU3118,Sneha Shah,Consumer,India,Mumbai,Maharashtra,400001,West,PR-TE-89465,Technology,Accessories,Keyboard,780771.75,10,0.0,138005.53
304,ORD-2025-00304,2025-05-20,2025-05-21,Same Day,CU4199,Sachin Singh,Home Office,India,Delhi,Delhi,110001,Central,PR-OS-87733,Office Supplies,Binders,Document Folder,10385.28,5,0.05,-156.1
305,ORD-2025-00305,2025-01-03,2025-01-06,Standard Class,CU3657,Akash Rao,Corporate,India,Kolkata,West Bengal,700001,East,PR-FU-23854,Technology,Accessories,USB Cable,236866.61,3,0.3,1818.14
306,ORD-2024-00306,2024-05-01,2024-05-02,Standard Class,CU7996,Meena More,Home Office,India,Kolkata,West Bengal,700001,East,PR-FU-45525,Technology,Phones,Android Phone,209928.84,8,0.3,-31100.93
307,ORD-2024-00307,2024-08-06,2024-08-11,Same Day,CU4398,Vikas Desai,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-OS-49725,Furniture,Bookcases,Wooden Bookcase,78231.73,6,0.05,16235.96
308,ORD-2024-00308,2024-01-16,2024-01-19,Standard Class,CU9081,Neha Shah,Home Office,India,Pune,Maharashtra,411001,West,PR-TE-24380,Furniture,Chairs,Office Chair,100063.97,5,0.15,-6613.71
309,ORD-2025-00309,2025-04-05,2025-04-09,Second Class,CU9092,Kavita Yadav,Corporate,India,Hyderabad,Telangana,500001,South,PR-TE-69470,Office Supplies,Paper,Notebook,5692.9,9,0.2,1103.37
310,ORD-2025-00310,2025-08-31,2025-09-01,Second Class,CU3630,Vikas Rao,Corporate,India,Chennai,Tamil Nadu,600001,South,PR-TE-14321,Office Supplies,Storage,File Cabinet,3274.29,2,0.1,343.02
311,ORD-2024-00311,2024-07-27,2024-07-28,Standard Class,CU5593,Deepak Yadav,Consumer,India,Hyderabad,Telangana,500001,South,PR-TE-67473,Office Supplies,Storage,File Cabinet,5628.78,3,0.15,869.19
312,ORD-2024-00312,2024-01-13,2024-01-14,First Class,CU5704,Manish Verma,Consumer,India,Patna,Bihar,800001,East,PR-FU-14823,Technology,Accessories,Mouse,55273.34,1,0.1,1251.74
313,ORD-2024-00313,2024-11-13,2024-11-14,Standard Class,CU3321,Manish Sharma,Corporate,India,Delhi,Delhi,110001,Central,PR-TE-10495,Office Supplies,Paper,Printer Paper,35471.57,8,0.05,3203.71
314,ORD-2025-00314,2025-06-12,2025-06-13,Second Class,CU1153,Sachin Rao,Corporate,India,Mumbai,Maharashtra,400001,West,PR-TE-22379,Furniture,Furnishings,Wall Clock,7342.17,4,0.1,-246.17
315,ORD-2024-00315,2024-05-10,2024-05-12,Standard Class,CU3349,Vikas Yadav,Consumer,India,Mumbai,Maharashtra,400001,West,PR-FU-66117,Office Supplies,Paper,Copy Paper,1879.95,1,0.1,295.15
316,ORD-2024-00316,2024-09-22,2024-09-24,Standard Class,CU6694,Manish Joshi,Consumer,India,Bangalore,Karnataka,560001,South,PR-OS-81091,Office Supplies,Binders,Document Folder,13773.28,9,0.3,1267.7
317,ORD-2025-00317,2025-05-28,2025-06-01,Standard Class,CU2480,Rahul Rao,Consumer,India,Mumbai,Maharashtra,400001,West,PR-OS-68446,Office Supplies,Paper,Copy Paper,8874.42,8,0.3,-1372.77
318,ORD-2024-00318,2024-10-30,2024-11-03,First Class,CU9429,Riya More,Consumer,India,Pune,Maharashtra,411001,West,PR-TE-11996,Furniture,Bookcases,Office Bookcase,53013.63,3,0.15,-816.08
319,ORD-2025-00319,2025-06-07,2025-06-11,Second Class,CU1142,Rohit Jain,Corporate,India,Kolkata,West Bengal,700001,East,PR-OS-22665,Technology,Accessories,USB Cable,548791.75,7,0.1,83056.06
320,ORD-2024-00320,2024-01-09,2024-01-12,Standard Class,CU4723,Simran Rao,Consumer,India,Kolkata,West Bengal,700001,East,PR-TE-10363,Furniture,Chairs,Office Chair,159805.94,9,0.1,-628.29
321,ORD-2025-00321,2025-06-05,2025-06-07,Second Class,CU3244,Sneha Patil,Corporate,India,Mumbai,Maharashtra,400001,West,PR-OS-78619,Furniture,Tables,Dining Table,42984.62,3,0.0,1947.78
322,ORD-2025-00322,2025-01-26,2025-01-31,Second Class,CU7947,Nisha Verma,Consumer,India,Ahmedabad,Gujarat,380001,West,PR-FU-20492,Technology,Phones,Android Phone,276888.46,9,0.05,-7560.87
323,ORD-2025-00323,2025-10-22,2025-10-26,Second Class,CU9569,Riya Rao,Consumer,India,Pune,Maharashtra,411001,West,PR-TE-93600,Furniture,Furnishings,Table Lamp,59732.1,7,0.0,4579.89
324,ORD-2025-00324,2025-07-16,2025-07-18,Standard Class,CU6935,Nisha Desai,Corporate,India,Bangalore,Karnataka,560001,South,PR-TE-61482,Office Supplies,Binders,Ring Binder,35430.31,9,0.3,3279.1
325,ORD-2025-00325,2025-06-27,2025-06-29,Standard Class,CU7401,Amit Mehta,Consumer,India,Hyderabad,Telangana,500001,South,PR-TE-41406,Technology,Accessories,Mouse,315689.4,9,0.15,19945.54
326,ORD-2025-00326,2025-03-10,2025-03-12,First Class,CU5620,Amit Nair,Corporate,India,Kolkata,West Bengal,700001,East,PR-FU-91731,Office Supplies,Binders,Ring Binder,21779.65,5,0.05,2043.61
327,ORD-2024-00327,2024-10-01,2024-10-03,Second Class,CU6378,Manish Shah,Consumer,India,Patna,Bihar,800001,East,PR-TE-78199,Furniture,Furnishings,Desk Lamp,15019.96,8,0.05,1635.97
328,ORD-2025-00328,2025-08-10,2025-08-12,Standard Class,CU4044,Akash Nair,Corporate,India,Pune,Maharashtra,411001,West,PR-FU-15636,Technology,Laptops,Business Laptop,158907.19,5,0.05,24430.28
329,ORD-2024-00329,2024-06-17,2024-06-22,Same Day,CU7154,Amit Joshi,Consumer,India,Pune,Maharashtra,411001,West,PR-TE-96436,Office Supplies,Storage,Document Storage,8014.56,8,0.15,1058.95
330,ORD-2024-00330,2024-08-24,2024-08-29,Standard Class,CU8688,Amit Desai,Corporate,India,Mumbai,Maharashtra,400001,West,PR-FU-29187,Office Supplies,Paper,Notebook,7889.81,4,0.2,-239.87
331,ORD-2024-00331,2024-07-15,2024-07-17,Second Class,CU4172,Akash Verma,Corporate,India,Pune,Maharashtra,411001,West,PR-OS-56762,Office Supplies,Binders,Ring Binder,31796.61,10,0.3,-2670.87
332,ORD-2024-00332,2024-08-08,2024-08-11,Standard Class,CU1572,Rohit Shah,Consumer,India,Kolkata,West Bengal,700001,East,PR-FU-15629,Furniture,Furnishings,Wall Clock,6605.27,4,0.05,-90.0
333,ORD-2024-00333,2024-04-14,2024-04-18,First Class,CU5951,Deepak Jain,Consumer,India,Chennai,Tamil Nadu,600001,South,PR-OS-38333,Furniture,Tables,Dining Table,61444.73,10,0.15,6238.8
334,ORD-2025-00334,2025-07-14,2025-07-18,Standard Class,CU3607,Arjun Verma,Consumer,India,Mumbai,Maharashtra,400001,West,PR-OS-87527,Furniture,Furnishings,Table Lamp,163677.22,7,0.05,12295.93
335,ORD-2025-00335,2025-11-27,2025-12-02,Second Class,CU2334,Deepak Desai,Home Office,India,Delhi,Delhi,110001,Central,PR-FU-93767,Office Supplies,Binders,File Binder,17314.01,4,0.1,927.77
336,ORD-2025-00336,2025-11-28,2025-12-03,Standard Class,CU9210,Sneha Joshi,Consumer,India,Delhi,Delhi,110001,Central,PR-FU-99387,Furniture,Furnishings,Desk Lamp,60002.34,5,0.0,-985.05
337,ORD-2025-00337,2025-08-02,2025-08-05,Standard Class,CU7747,Sachin Mehta,Consumer,India,Pune,Maharashtra,411001,West,PR-FU-78685,Office Supplies,Storage,File Cabinet,23557.41,10,0.0,3632.35
338,ORD-2024-00338,2024-05-24,2024-05-29,Same Day,CU7364,Amit Yadav,Consumer,India,Hyderabad,Telangana,500001,South,PR-OS-95936,Furniture,Bookcases,Office Bookcase,93583.69,8,0.3,-11048.64
339,ORD-2024-00339,2024-04-04,2024-04-05,Second Class,CU6724,Meena Nair,Corporate,India,Mumbai,Maharashtra,400001,West,PR-OS-11407,Office Supplies,Storage,Storage Box,11724.82,8,0.3,1892.71
340,ORD-2025-00340,2025-03-01,2025-03-06,Second Class,CU6490,Kavita Kumar,Corporate,India,Ahmedabad,Gujarat,380001,West,PR-FU-91494,Furniture,Bookcases,Wooden Bookcase,41042.48,6,0.2,-1228.71
341,ORD-2024-00341,2024-10-01,2024-10-04,Standard Class,CU6585,Sneha Shah,Consumer,India,Bangalore,Karnataka,560001,South,PR-FU-18949,Furniture,Bookcases,Office Bookcase,136697.34,10,0.1,5943.79
342,ORD-2025-00342,2025-07-01,2025-07-06,Standard Class,CU9720,Sachin Desai,Consumer,India,Delhi,Delhi,110001,Central,PR-TE-97318,Office Supplies,Paper,Printer Paper,14021.41,4,0.2,560.93
343,ORD-2024-00343,2024-09-08,2024-09-09,Standard Class,CU2850,Arjun Jain,Corporate,India,Bangalore,Karnataka,560001,South,PR-TE-78475,Technology,Accessories,Mouse,66623.34,3,0.2,2430.82
344,ORD-2024-00344,2024-01-27,2024-01-31,Standard Class,CU7654,Neha Jain,Corporate,India,Pune,Maharashtra,411001,West,PR-FU-41213,Office Supplies,Paper,Copy Paper,6667.94,2,0.15,71.97
345,ORD-2025-00345,2025-08-16,2025-08-21,Standard Class,CU6470,Vikas Gupta,Consumer,India,Delhi,Delhi,110001,Central,PR-TE-48507,Office Supplies,Paper,Printer Paper,24759.52,6,0.15,-1773.78
346,ORD-2025-00346,2025-10-19,2025-10-21,Standard Class,CU4557,Rahul Singh,Consumer,India,Hyderabad,Telangana,500001,South,PR-FU-88137,Technology,Laptops,Laptop,306580.95,4,0.3,2665.45
347,ORD-2024-00347,2024-03-18,2024-03-20,Standard Class,CU6495,Vikas More,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-TE-21267,Technology,Accessories,Headphones,44803.42,6,0.3,-1801.93
348,ORD-2024-00348,2024-02-21,2024-02-24,Standard Class,CU1687,Rohit Verma,Consumer,India,Jaipur,Rajasthan,302001,Central,PR-TE-90674,Office Supplies,Paper,Notebook,14333.6,3,0.2,1921.35
349,ORD-2024-00349,2024-10-22,2024-10-27,Standard Class,CU9257,Manish Joshi,Consumer,India,Delhi,Delhi,110001,Central,PR-OS-53481,Office Supplies,Paper,Notebook,19287.58,6,0.0,4776.98
350,ORD-2024-00350,2024-08-14,2024-08-18,Second Class,CU7183,Amit Gupta,Consumer,India,Hyderabad,Telangana,500001,South,PR-TE-13407,Office Supplies,Paper,Notebook,21612.09,7,0.2,3716.9
351,ORD-2025-00351,2025-05-31,2025-06-02,Standard Class,CU7559,Neha Gupta,Consumer,India,Patna,Bihar,800001,East,PR-FU-78321,Furniture,Tables,Computer Table,45573.51,4,0.05,242.76
352,ORD-2025-00352,2025-12-11,2025-12-12,First Class,CU9240,Pooja Mehta,Consumer,India,Kolkata,West Bengal,700001,East,PR-FU-95781,Office Supplies,Storage,File Cabinet,3950.6,6,0.3,227.12
353,ORD-2024-00353,2024-06-14,2024-06-19,Standard Class,CU8777,Neha Shah,Consumer,India,Jaipur,Rajasthan,302001,Central,PR-TE-28316,Technology,Accessories,USB Cable,899154.05,10,0.05,-52545.22
354,ORD-2025-00354,2025-01-09,2025-01-13,First Class,CU5566,Neha Mehta,Corporate,India,Jaipur,Rajasthan,302001,Central,PR-TE-46404,Furniture,Furnishings,Desk Lamp,17080.7,10,0.2,-754.7
355,ORD-2024-00355,2024-12-16,2024-12-19,Second Class,CU2893,Karan Sharma,Corporate,India,Chennai,Tamil Nadu,600001,South,PR-TE-48090,Office Supplies,Binders,Ring Binder,39665.71,10,0.1,3726.78
356,ORD-2024-00356,2024-04-11,2024-04-13,Standard Class,CU2074,Nisha Shah,Corporate,India,Delhi,Delhi,110001,Central,PR-TE-30689,Office Supplies,Binders,Document Folder,3862.59,1,0.1,552.71
357,ORD-2025-00357,2025-08-03,2025-08-04,Second Class,CU1969,Deepak Shah,Corporate,India,Pune,Maharashtra,411001,West,PR-FU-81356,Technology,Laptops,Laptop,477533.26,10,0.05,109091.29
358,ORD-2024-00358,2024-09-11,2024-09-15,First Class,CU9001,Karan Mehta,Consumer,India,Hyderabad,Telangana,500001,South,PR-TE-53162,Furniture,Tables,Dining Table,3922.46,1,0.2,762.57
359,ORD-2024-00359,2024-12-23,2024-12-24,Second Class,CU1604,Pooja Rao,Corporate,India,Bangalore,Karnataka,560001,South,PR-FU-70686,Furniture,Chairs,Dining Chair,40376.1,6,0.2,4354.13
360,ORD-2025-00360,2025-05-16,2025-05-20,Same Day,CU6192,Simran Mehta,Home Office,India,Delhi,Delhi,110001,Central,PR-FU-20750,Furniture,Chairs,Executive Chair,147619.71,7,0.0,16092.64
361,ORD-2025-00361,2025-06-24,2025-06-27,Second Class,CU3970,Akash Mehta,Consumer,India,Mumbai,Maharashtra,400001,West,PR-FU-91494,Technology,Accessories,Keyboard,161854.07,5,0.05,-8035.6
362,ORD-2025-00362,2025-11-24,2025-11-29,Standard Class,CU5631,Nisha Kumar,Home Office,India,Ahmedabad,Gujarat,380001,West,PR-FU-22224,Technology,Laptops,Business Laptop,298872.77,5,0.05,38714.32
363,ORD-2025-00363,2025-09-19,2025-09-24,Second Class,CU2559,Anjali Shah,Corporate,India,Chennai,Tamil Nadu,600001,South,PR-OS-76830,Furniture,Tables,Dining Table,125760.4,8,0.3,-18884.99
364,ORD-2025-00364,2025-12-30,2026-01-02,Standard Class,CU4787,Vikas Shah,Home Office,India,Delhi,Delhi,110001,Central,PR-OS-21801,Technology,Accessories,Keyboard,272387.34,10,0.1,22149.46
365,ORD-2024-00365,2024-01-02,2024-01-03,Standard Class,CU5534,Sneha Gupta,Corporate,India,Patna,Bihar,800001,East,PR-FU-68959,Furniture,Furnishings,Wall Clock,25802.92,5,0.15,-2426.96
366,ORD-2025-00366,2025-10-01,2025-10-04,Second Class,CU3113,Akash Patil,Corporate,India,Kolkata,West Bengal,700001,East,PR-FU-56691,Technology,Phones,Smartphone,416060.47,5,0.15,-274.06
